			
			
			
DESCRIPTION	     PART NUMBER	UnitPrice	Currency
ROD ASSY-POGO	251N2089-1	8957.25	USD
TUBE ASSY RHS	170-16823-902	6081.73	USD
SEPARATOR-AIR OIL	337-108-520-0	27500	USD
VALVE RETAINER	140N2023S1	300	USD
VALVE RETAINER	140N2023S1	217.22	USD
VALVE RETAINER	140N2023S1	161.28	USD
VALVE-SOL	692546-4	25951.9	USD
TUBE	340-138-401-0	1325	USD
TUBE	340-138-401-0	1325	USD
BRK TEMP SNSR	6007300	5200	USD
COVER, BACK REST	TAAI3-998212-02	314.53	USD
LAMP	3071BPEGPL	0.38	USD
LAMP	3071BPEGPL	2.39	USD
LIGHT	Q4559X	28.35	USD
LIGHT	Q4559X	22.18	USD
FILTER	7588429-101	111.54	USD
SIEVE	7700525	199.26	USD
COUPLING, 1/2 BHD HALF	OMP2505-2	826.88	USD
POWER UNIT	P4-01-0021	35.79	USD
BRK TEMP SNSR	6007300	4154.43	USD
CVR-COCKPIT VOICE RECORDER	2100-1228-02	46150	USD
CVR-COCKPIT VOICE RECORDER	2100-1228-02	43700	USD
CVR-COCKPIT VOICE RECORDER	2100-1228-02	47500	USD
CVR-COCKPIT VOICE RECORDER	2100-1228-02	36500	USD
CVR-COCKPIT VOICE RECORDER	2100-1228-02	29000	USD
SENSOR-AIR GND MLG	80-207-01	3100	USD
SENSOR-AIR GND MLG	80-207-01	3890	USD
ACCUMULATOR-BRAKE	088256-04644	18500	USD
ACCUMULATOR-BRAKE	088256-04644	6800	USD
ACCUMULATOR-BRAKE	088256-04644	13500	USD
PANEL ASSY-ACOUSTICAL	335-011-903-0	500	USD
VALVE	71404-1	119301.26	USD
COVER-DUST	A425400203-000	117.3	USD
NUT PLATE	NAS1791A3-1	7	USD
NUT PLATE	NAS1791A3-1	5	USD
VALVE-SAFETY	1905A0000-01	2000	USD
VALVE-SAFETY	1905A0000-01	2000	USD
WASHER, FLAT	5511-00	23	USD
VALVE-SOL	692546-4	17750	USD
VALVE-SOL	692546-4	14530	USD
FLOW DIVIDER SOLENOID VALVE	692546-4	17750	USD
FLOW DIVIDER SOLENOID VALVE	692546-4	14530	USD
HINGE	FA259-50950-012	390	USD
PACKING	91302-376	110	USD
VALVE RETAINER	140N2023S1	267	USD
VALVE RETAINER	140N2023S1	160	USD
CVR	980-6032-001	75000	USD
CVR	980-6032-001	85000	USD
CVR	980-6032-001	74500	USD
VALVE AY	5059-4	1500	USD
VALVE AY	5059-4	1100	USD
VALVE-SOL	692546-4	4320	USD
FLOW DIVIDER SOLENOID VALVE	692546-4	4320	USD
VALVE-SOL	692546-4	14530	USD
FLOW DIVIDER SOLENOID VALVE	692546-4	14530	USD
VALVE-SOL	692546-4	3000	USD
FLOW DIVIDER SOLENOID VALVE	692546-4	3000	USD
ELEMENT-SENSING	35518-48-400	3997.67	USD
TUBE ASSY-FLASH	9DX404700-01	402	USD
TUBE ASSY-FLASH	9DX404700-01	1630	USD
DETECTOR	DHE1141	950	USD
SWITCH,PROXIMITY	DHE1141	950	USD
DETECTOR	DHE1141	1000	USD
SWITCH,PROXIMITY	DHE1141	1000	USD
VALVE-PARKING BRAKE	A25315-1	3840	USD
VALVE-PARKING BRAKE	A25315-1	1300	USD
SUPPORT-BEARING SUPPORT,FLE,AL	170-32555-001	304.49	USD
DUCT ASSY	171-04066-501	25757.15	USD
VALVE	71404-1	8500	USD
LINK	332A2341-4	2028.55	USD
PRIMARY ACTUATOR CONTROL UNIT	7028273-802	50000	USD
RESERVOIR, CARBON	64236-3	3320	USD
COMPRESSOR ROTOR, DRIVEN	3822400-5	14024	USD
COMPRESSOR ROTOR, DRIVEN	3822400-5	3000	USD
MWA	C20626200	22500	USD
HARNESS ASSY	2000013-11-001	3900	USD
FLOW DIVIDER SOLENOID VALVE	692546-4	3000	USD
CVR	980-6032-001	80000	USD
PACKING	M25988-2-011	2.09	USD
PACKING	M25988-2-013	7.96	USD
PACKING	M83248-1-035	9.47	USD
ANTENNA ATC	S65-5366-7L	925.06	USD
RESTRAINT SYSTEM-ATTENDAN	4115-1-131-8110	2392.42	USD
SWITCH	6644-2R03X2341	226.65	USD
GASKET	J219P05	19.86	USD
SEAL	S2347-400	99.67	USD
HOSE	ABS0305LC	38.03	USD
SCREW	NAS1102E08-8	2.15	USD
SCREW FLAT	0646C624-20	25.75	USD
LAMP	3011	0.77	USD
BUSHING	NSA935812-12	13.55	USD
SCREW	ASNA2001V3-12	9.3	USD
SCREW	ASNA2001V3-12	1.69	USD
ELEMENT	QA05954 	83.15	USD
WINDOW HEAT CONTROL UNIT	83000-05604	2900	USD
WINDOW HEAT CONTROL UNIT	83000-05604	3000	USD
VALVE-PARKING BRAKE	A25315-1	1050	USD
VALVE-PARKING BRAKE	A25315-1	1200	USD
VALVE-PARKING BRAKE	A25315-1	1800	USD
TUBE ASSY-FLASH	9DX404700-01	1457	USD
RAM AIRACTUATOR	976A0000-02	5500	USD
DETECTOR	DHE1141	1130	USD
BRK TEMP SNSR	6007300	3295.03	USD
BRK TEMP SNSR	6007300	3293.86	USD
VALVE AY	5059-4	4195	USD
VALVE AY	5059-4	1550	USD
ROD ASSY-POGO	251N2089-1	3995	USD
ROD ASSY-POGO	251N2089-1	4650	USD
LIGHT ASSY	A-6850C-3 	2400	USD
ACCUMULATOR-BRAKE	088256-04644	13000	USD
ACCUMULATOR-BRAKE	088256-04644	12481	USD
HOSE ASSY-BLEED SYS	341D8015-565	14000	USD
MWA	C20626200	26250	USD
NUT PLATE	NAS1791A3-1	3.4	USD
PANEL ASSY-ACOUSTICAL	335-011-903-0	1500	USD
PANEL ASSY-ACOUSTICAL	335-011-903-0	2000	USD
PANEL ASSY-ACOUSTICAL	335-011-903-0	1500	USD
PANEL ASSY-ACOUSTICAL	335-011-903-0	1500	USD
VALVE	71404-1	6500	USD
VALVE	71404-1	4500	USD
RING - FLUSH ASSY	15801-112	860	USD
VALVE-STARTER	3291556-3	42000	USD
ACTUATOR ASSY	20402760	240	USD
OXYGEN MASK ASSY-PASSENGER	174097-11	185	USD
" 	PUMP, FUEL"	724400-2	33990	USD
VALVE-STARTER	3291556-3	44000	USD
HARNESS W131	171-22301-401	34311.36	USD
HARNESS W131	171-22301-401	11598.35	USD
"

HOSE ASSY-HPSOV
"	341D8015-549	22000	USD
VALVE-STARTER	3291556-3	43500	USD
MWA	C20626200	24000	USD
WINDOW HEAT CONTROL UNIT	83000-05604	1650	USD
WINDOW HEAT CONTROL UNIT	83000-05604	2500	USD
PANEL ASSY-ACOUSTICAL	453A2310-57	7917.75	USD
PANEL ASSY	453A2310-59	6964.35	USD
OXYGEN MASK ASSY-PASSENGER	174097-11	414.91	USD
"

HOSE ASSY-HPSOV
"	341D8015-549	10000	USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
#N/A	#N/A		USD
